variable_id,domain,concepts,question_text,value_labels,validation_phrase,validation_phrase_occurrences,validation_phrase_score
q50,Digital Literacy and Access,"internet use, digital access, frequency","50 How often do you use the internet, either through computer, tablet or smartphone?",0=No access to internet; 1=Connected all the time; 2=Several hours a day; 3=Half to one hour a day; 4=Less than half hour a day; 5=At least once a week; 6=At least once a month; 7=A few times a year; 8=Hardly ever; 9=Never; 97=Do not understand the question; 98=Can't choose; 99=Decline to answer,50 how often do you,1,132.0
q51a_Facebook,Digital Literacy and Access,"social media use, digital access, platform specific",51a Which social media and text messaging services do you actively use? Facebook,-1=Missing; 0=Not applicable; 1=Yes; 2=No; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer,do you actively use? facebook,1,132.0
q51b_Twitter,Digital Literacy and Access,"social media use, digital access, platform specific",51a Which social media and text messaging services do you actively use? 51b Twitter,-1=Missing; 0=Not applicable; 1=Yes; 2=No; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer,do you actively use? 51b,1,132.0
q51c_Instagram,Digital Literacy and Access,"social media use, digital access, platform specific",51a Which social media and text messaging services do you actively use? 51c Instagram,-1=Missing; 0=Not applicable; 1=Yes; 2=No; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer,do you actively use? 51c,1,132.0
q51d_Youtube,Digital Literacy and Access,"social media use, digital access, platform specific",51a Which social media and text messaging services do you actively use? 51d Youtube,-1=Missing; 0=Not applicable; 1=Yes; 2=No; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer,do you actively use? 51d,1,132.0
q51e_Tiktok,Digital Literacy and Access,"social media use, digital access, platform specific",51a Which social media and text messaging services do you actively use? 51e Tiktok,-1=Missing; 0=Not applicable; 1=Yes; 2=No; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer,do you actively use? 51e,1,132.0
q51f_Messenger,Digital Literacy and Access,"social media use, digital access, platform specific",q51f Messenger,-1=Missing; 0=Not applicable; 1=Yes; 2=No; 7=Do not understand the question; 8=Can’t choose; 9=Decline to answer,q51f messenger,1,92.4
q51g_Telegram,Digital Literacy and Access,"social media use, digital access, platform specific",q51g Telegram,-1=Missing; 0=Not applicable; 1=Yes; 2=No; 7=Do not understand the question; 8=Can’t choose; 9=Decline to answer,q51g telegram,1,92.4
q51h_Line,Social Media Usage,"social media, platform, specific channel",q51h Line,-1=Missing; 0=Not applicable; 1=Yes; 2=No; 7=Do not understand the question; 8=Can’t choose; 9=Decline to answer,q51h line,1,92.4
q51i_Whatsapp,Social Media Usage,"social media, platform, specific channel",q51i Whatsapp,-1=Missing; 0=Not applicable; 1=Yes; 2=No; 7=Do not understand the question; 8=Can’t choose; 9=Decline to answer,q51i whatsapp,1,92.4
q51j_Snapchat,Social Media Usage,"social media, platform, specific channel",q51j Snapchat,-1=Missing; 0=Not applicable; 1=Yes; 2=No; 7=Do not understand the question; 8=Can’t choose; 9=Decline to answer,q51j snapchat,1,92.4
q51k_Vchat,Social Media Usage,"social media, platform, specific channel",q51k Vchat,-1=Missing; 0=Not applicable; 1=Yes; 2=No; 7=Do not understand the question; 8=Can’t choose; 9=Decline to answer,q51k vchat,1,92.4
q51l_Tumblr,Social Media Usage,"social media, platform, specific channel",q51l Tumblr,-1=Missing; 0=Not applicable; 1=Yes; 2=No; 7=Do not understand the question; 8=Can’t choose; 9=Decline to answer,q51l tumblr,1,92.4
q52a,Social Media Usage,"social media, frequency of use, social interaction",52a How often do you use social media to talk to or to connect with other people?,-1=Missing; 0=Not applicable; 1=Often; 2=Sometimes; 3=Seldom; 4=Never; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer,52a how often do you,4,16.5
q52b,Social Media Usage,"social media, frequency of use, political expression",52a How often do you use social media to talk to or to connect with other people? 52b How often do you use social media to express my opinion on political issues?,-1=Missing; 0=Not applicable; 1=Often; 2=Sometimes; 3=Seldom; 4=Never; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer,connect with other people? 52b,1,132.0
q52c,Social Media Usage,"social media, frequency of use, information sharing",52a How often do you use social media to talk to or to connect with other people? 52c How often do you use social media to share news or information?,-1=Missing; 0=Not applicable; 1=Often; 2=Sometimes; 3=Seldom; 4=Never; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer,connect with other people? 52c,1,132.0
q52d,Social Media Usage,"social media, frequency of use, political influence",52a How often do you use social media to talk to or to connect with other people? 52d How often do you use social media to organize to influence politics?,-1=Missing; 0=Not applicable; 1=Often; 2=Sometimes; 3=Seldom; 4=Never; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer,connect with other people? 52d,1,132.0
q53,Information Seeking,"information channel, political information, importance",53 Which one is the most important channel for you to find information about politics and government?,"-1=Missing; 0=Not applicable; 1=Television, on airwaves, cable and online; 2=Newspaper, on print and online; 3=Internet and social media; 4=Radio, airwaves and online; 5=Face-to-face conversation; 6=Others; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer",one is the most important,1,132.0
q53other,Unknown,,"53. Other specify responses 

Variable: q54 
  Question: 54 Among the political parties listed here, which party if any do you feel closest to?","-1=Missing; 0=Not applicable; 90=Don't feel close to any political party; 97=Do not understand the question; 98=Can't choose; 99=Decline to answer; 101=Liberal Democratic Party; 102=Constitutional Democratic Party; 103=Komeito (Clean Government Party); 104=Japan Innovation Party; 105=Democratic Party of the People; 106=Japanese Communist Party; 107=Reiwa Shinsengumi; 108=Other party; 301=Democratic Party; 302=People Power Party; 303=Justice Party; 501=Democratic party AN; 502=Peoples Party MAN; 503=Khun Party KHUN; 504=Other; 601=Partido Demokratikong Pilipino - Lakas ng Bayan or PDP-LABAN; 602=United Nationalist Alliance or Una; 603=Liberal Party; 604=Nacionalista Party or NP; 605=National People's Coalition or NPC; 606=People's Reform Party or PRP; 699=Others; 701=Kuomintang(KMT); 702=Democratic Progressive Party(DPP); 703=New Party; 704=People First Party; 705=Taiwan Solidarity Union; 706=New Power Party; 707=Taiwan People's Party(TPP); 708=Taiwan Radical Wings; 699=Others; 801=Democrat Party; 802=Pheu Thai Party; 803=Palang Pracharath Party; 804=Move Forward Party; 805=Chartthaipattana Party; 806=Thai Liberal Party; 901=PKB; 902=Gerindra; 903=PDI-P; 904=Golkar; 905=NasDem; 906=Garuda; 908=PKS; 909=Perindo; 910=PPP; 912=PAN; 913=Hanura; 914=Demokrat; 916=PKPI; 1001=People's Action Party; 1002=Workers' Party; 1003=Singapore Democratic Party; 1004=Singapore Democratic Alliance; 1005=Singapore People's Party; 1006=Singapore First Party; 1007=Reform Party; 1008=National Solidarity Party; 1009=Progress Singapore Party; 1010=People’s Voice; 1011=Red Dot United; 1012=People’s Power Party; 1201=Cambodian Natioality Party; 1202=FUNCINPEC Party; 1203=Democratic Republic Party; 1204=Cambodian People's Party; 1205=Khmer Economic Development Party; 1206=Cambodian National Rescue Party; 1207=Human Rights Party; 1208=League for Democracy Party; 1209=Beehive Social Democratic Party; 1210=others; 1301=Pakatan Harapan (PH); 1302=Democratic Action Party (DAP); 1303=Parti Keadilan Rakyat (PKR); 1304=Parti Amanah Negara (AMANAH); 1305=United Pasokmomogun Kadazandusun Murut Organisation (UPKO); 1306=Barisan Nasional (BN); 1307=United Malays National Organisation (UMNO); 1308=Malaysian Chinese Association (MCA); 1310=Parti Bersatu Rakyat Sabah (PBRS); 1311=Perikatan Nasional (PN); 1312=Parti Islam SeMalaysia (PAS); 1313=Parti Pribumi Bersatu Malaysia (BERSATU); 1315=(MUDA); 1317=Gabungan Parti Sarawak (GPS); 1318=Parti Pesaka Bumiputera Bersatu (PBB); 1322=Parti Sarawak Bersatu (PSB); 1323=Gabungan Rakyat Sabah (GRS); 1324=Parti Bersatu Sabah (PBS); 1325=Parti Solidariti Tanah Airku (STAR SABAH); 1326=Parti Warisan Sabah; 1327=Parti Kesejahteraan Demokratik Masyarakat (KDM); 1328=Independent Candidate; 1501=Liberal; 1502=Nationals; 1503=Australian Labor Party; 1504=The Greens; 1505=Liberal National Party of Queensland; 1506=Pauline Hanson's One Nation; 1507=Independent; 1508=Shooters, Fishers and Farmers Party; 1509=Katter's Australian Party (KAP); 101=Liberal Democratic Party; 1511=Animal Justice Party; 1513=Reason Australia; 1514=Centre Alliance; 1515=United Australia Party; 1516=FUSION: Science, Pirate, Secular, Climate Emergency; 1518=Australian Christians; 1519=Derryn Hinch's Justice Party; 1520=Legalise Cannabis Australia; 1522=Australian Citizens Party; 1524=Australian Federation Party; 1525=Australian Progressives; 1526=Australian Values Party; 1527=Country Liberal Party (NT); 1528=Drew Pavlou Democratic Alliance; 1529=Indigenous - Aboriginal Party of Australia; 1530=Informed Medical Options Party; 1531=Jacqui Lambie Network; 1532=Socialist Alliance; 1533=Sustainable Australia Party - Stop Overdevelopment / Corruption; 1534=The Great Australian Party; 1535=The Local Party of Australia; 1536=TNL; 1537=Victorian Socialists; 1538=Western Australia Party; 90=Don't feel close to any political party; 1596=Some other party; 1597=No party; 1210=others",53. other specify responses variable:,1,132.0
q54other,Unknown,,"54. Other specify responses 

Variable: q55 
  Question: 55 How close do you feel to (answer in Q54)? Is it very close, somewhat close, or just a little close?",-1=Missing; 0=Not applicable; 1=Very close; 2=Somewhat close; 3=Just a little close; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer,54. other specify responses variable:,1,132.0
q56,Social Norms,"family values, personal sacrifice, collective interest","56 For the sake of the family, the individual should put his personal interests second.",-1=Missing; 0=Not applicable; 1=Strongly agree; 2=Somewhat agree; 3=Somewhat disagree; 4=Strongly disagree; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer,"family, the individual should put",12,3.1754264805429417
q57,Social Norms,"group dynamics, personal sacrifice, collective interest","56 For the sake of the family, the individual should put his personal interests second. 57 In a group, we should sacrifice our individual interest for the sake of the group's collective interest.",-1=Missing; 0=Not applicable; 1=Strongly agree; 2=Somewhat agree; 3=Somewhat disagree; 4=Strongly disagree; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer,his personal interests second. 57,1,132.0
q58,Social Norms,"national interest, personal sacrifice, collective interest","56 For the sake of the family, the individual should put his personal interests second. 58 For the sake of national interest, individual interest could be sacrificed.",-1=Missing; 0=Not applicable; 1=Strongly agree; 2=Somewhat agree; 3=Somewhat disagree; 4=Strongly disagree; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer,his personal interests second. 58,1,132.0
q59,Social Norms,"long-term relationships, personal interest, collective interest","56 For the sake of the family, the individual should put his personal interests second. 59 When dealing with others, developing a long-term relationship is more important than securing one's immediate interest.",-1=Missing; 0=Not applicable; 1=Strongly agree; 2=Somewhat agree; 3=Somewhat disagree; 4=Strongly disagree; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer,his personal interests second. 59,1,132.0
q6,Economic Perception,"economic condition, national level, current evaluation",6 What do you think the economic situation of your family will be a few years from now?,-1=Missing; 0=Not applicable; 1=Much better; 2=A little better; 3=About the same; 4=A little worse; 5=Much worse; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer,you think the economic situation,1,132.0
q60,Social Norms,"family values, personal sacrifice, authority","56 For the sake of the family, the individual should put his personal interests second. 60 Even if parents' demands are unreasonable, children still should do what they ask.",-1=Missing; 0=Not applicable; 1=Strongly agree; 2=Somewhat agree; 3=Somewhat disagree; 4=Strongly disagree; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer,his personal interests second. 60,1,132.0
q61,Social Norms,"family dynamics, authority, personal sacrifice","56 For the sake of the family, the individual should put his personal interests second. 61 When a mother-in-law and a daughter-in-law come into conflict, even if the mother-in-law is in the wrong, the husband should still persuade his wife to obey his mother.",-1=Missing; 0=Not applicable; 1=Strongly agree; 2=Somewhat agree; 3=Somewhat disagree; 4=Strongly disagree; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer,his personal interests second. 61,1,132.0
q62,Social Norms,"authority, personal sacrifice, education","56 For the sake of the family, the individual should put his personal interests second. 62 Being a student, one should not question the authority of their teacher.",-1=Missing; 0=Not applicable; 1=Strongly agree; 2=Somewhat agree; 3=Somewhat disagree; 4=Strongly disagree; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer,his personal interests second. 62,1,132.0
q63,Social Norms and Family Values,"family values, personal interests, group harmony","56 For the sake of the family, the individual should put his personal interests second. 63 In a group, we should avoid open quarrel to preserve the harmony of the group.",-1=Missing; 0=Not applicable; 1=Strongly agree; 2=Somewhat agree; 3=Somewhat disagree; 4=Strongly disagree; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer,his personal interests second. 63,1,132.0
q64,Social Norms and Conflict Resolution,"conflict resolution, disagreement, group harmony","56 For the sake of the family, the individual should put his personal interests second. 64 Even if there is some disagreement with others, one should avoid the conflict.",-1=Missing; 0=Not applicable; 1=Strongly agree; 2=Somewhat agree; 3=Somewhat disagree; 4=Strongly disagree; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer,his personal interests second. 64,1,132.0
q65,Social Norms and Teamwork,"teamwork, personal opinion, co-worker disagreement","56 For the sake of the family, the individual should put his personal interests second. 65 A person should not insist on his own opinion if his co-workers disagree with him.",-1=Missing; 0=Not applicable; 1=Strongly agree; 2=Somewhat agree; 3=Somewhat disagree; 4=Strongly disagree; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer,his personal interests second. 65,1,132.0
q66,Fate and Destiny,"fate, determinism, wealth and poverty","56 For the sake of the family, the individual should put his personal interests second. 66 Wealth and poverty, success and failure are all determined by fate.",-1=Missing; 0=Not applicable; 1=Strongly agree; 2=Somewhat agree; 3=Somewhat disagree; 4=Strongly disagree; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer,his personal interests second. 66,1,132.0
q67,Social Norms and Family Planning,"family planning, child preference, gender preference","56 For the sake of the family, the individual should put his personal interests second. 67 If one could have only one child, it is more preferable to have a boy than a girl.",-1=Missing; 0=Not applicable; 1=Strongly agree; 2=Somewhat agree; 3=Somewhat disagree; 4=Strongly disagree; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer,his personal interests second. 67,1,132.0
q68,Citizen Engagement and Government Contact,"citizen engagement, government contact, elected officials","68 In the past three years, have you ever contacted elected officials or legislative representatives at any level?","-1=Missing; 0=Not applicable; 1=Have done this more than three times; 2=Have done this two or three times; 3=Have done this once; 4=Have not done this, but might do it if something important happens in the future; 5=Have not done this and would not do it regardless of the sit; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer",68 in the past three,1,132.0
q69,Citizen Engagement and Government Contact,"government contact, civil servants, officials",69  Contacted civil servants or officials,"-1=Missing; 0=Not applicable; 1=Have done this more than three times; 2=Have done this two or three times; 3=Have done this once; 4=Have not done this, but might do it if something important h; 5=Have not done this and would not do it regardless of the sit; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer",69 contacted civil servants or,1,132.0
q7,Trust in Government,"trust, executive office, government",7 Trust in the excutive office (president or prime minister),-1=Missing; 0=Not applicable; 1=A great deal of trust; 2=Quite a lot of trust; 3=Not very much trust; 4=None at all; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer,7 trust in the excutive,1,132.0
q70,Citizen Engagement and Government Contact,"government contact, influential people, traditional leaders","70  Contacted other influential people outside the government, such as traditional leaders/community leaders","-1=Missing; 0=Not applicable; 1=Have done this more than three times; 2=Have done this two or three times; 3=Have done this once; 4=Have not done this, but might do it if something important h; 5=Have not done this and would not do it regardless of the sit; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer",70 contacted other influential people,1,132.0
q71,Citizen Engagement and Government Contact,"government contact, news media, media engagement",71  Contacted news media,"-1=Missing; 0=Not applicable; 1=Have done this more than three times; 2=Have done this two or three times; 3=Have done this once; 4=Have not done this, but might do it if something important h; 5=Have not done this and would not do it regardless of the sit; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer",71 contacted news media,1,132.0
q72,Citizen Engagement,"petition signing, online engagement",72  Signed a paper or online petition?,"-1=Missing; 0=Not applicable; 1=I have done this more than three times; 2=I have done this two or three times; 3=I have done this once; 4=I have not done this, but I might do it if something important happens in the future; 5=I have not done this and I would not do it regardless of the situation; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer",72 signed a paper or,6,8.981462390204985
q73,Citizen Engagement,"internet use, social media, opinion expression",72  Signed a paper or online petition? 73  Used the Internet including Social Media Networks to express opinions about politics,"-1=Missing; 0=Not applicable; 1=I have done this more than three times; 2=I have done this two or three times; 3=I have done this once; 4=I have not done this, but I might do it if something important happens in the future; 5=I have not done this and I would not do it regardless of the situation; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer",paper or online petition? 73,1,132.0
q74,Citizen Engagement,"cause support, group membership, online activism",72  Signed a paper or online petition? 74  Joined a group to activiely support a cause [including online],"-1=Missing; 0=Not applicable; 1=I have done this more than three times; 2=I have done this two or three times; 3=I have done this once; 4=I have not done this, but I might do it if something important happens in the future; 5=I have not done this and I would not do it regardless of the situation; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer",paper or online petition? 74,1,132.0
q75,Community Problem-Solving,"face-to-face interaction, problem-solving, community engagement",72  Signed a paper or online petition? 75  Got together with others face-to face to try to resolve local problems,"-1=Missing; 0=Not applicable; 1=I have done this more than three times; 2=I have done this two or three times; 3=I have done this once; 4=I have not done this, but I might do it if something important happens in the future; 5=I have not done this and I would not do it regardless of the situation; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer",paper or online petition? 75,1,132.0
q76,Citizen Engagement,"demonstration, protest, social activism",72  Signed a paper or online petition? 76  Attended a demonstration or protest march,"-1=Missing; 0=Not applicable; 1=I have done this more than three times; 2=I have done this two or three times; 3=I have done this once; 4=I have not done this, but I might do it if something important happens in the future; 5=I have not done this and I would not do it regardless of the situation; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer",paper or online petition? 76,1,132.0
q77,Citizen Engagement,"risk-taking, activism, social movement",72  Signed a paper or online petition? 77  Taken an action or done something for a political cause that put you in risk of getting injured,"-1=Missing; 0=Not applicable; 1=I have done this more than three times; 2=I have done this two or three times; 3=I have done this once; 4=I have not done this, but I might do it if something important happens in the future; 5=I have not done this and I would not do it regardless of the situation; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer",paper or online petition? 77,1,132.0
q78,Voting Behavior,"voting frequency, election participation","78 Thinking of whether you voted or not ever since you became eligible for voting, how would you describe yourself-have you voted in every election, voted in most elections, voted in some elections or hardly ever voted?",-1=Missing; 0=Not applicable; 1=Voted in every election; 2=Voted in most elections; 3=Voted in some elections; 4=Hardly ever voted; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer,78 thinking of whether you,1,132.0
q79,Election Integrity,"vote buying, election corruption, campaign finance","79 In recent years and thinking about election campaigns, has a candidate or someone from a political party or campaign team offered you something, like food, cash, a gift, or a job in return for your vote or support?",-1=Missing; 0=Not applicable; 1=Often; 2=Sometimes; 3=Never; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer,79 in recent years and,1,132.0
q8,Judicial System,"courts, judicial branch",8 The courts,-1=Missing; 0=Not applicable; 1=A great deal of trust; 2=Quite a lot of trust; 3=Not very much trust; 4=None at all; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer,8 the courts,1,132.0
q80,System Efficacy,"government capability, problem-solving, system effectiveness","80  Over the long run, our system of government is capable of solving the problems our country faces.",-1=Missing; 0=Not applicable; 1=Strongly agree; 2=Agree; 3=Disagree; 4=Strongly disagree; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer,"80 over the long run,",4,16.5
q81,Trust in Government,"government evaluation, patriotism, evaluation","80  Over the long run, our system of government is capable of solving the problems our country faces. 81  Thinking in general, I am proud of our system of government.",-1=Missing; 0=Not applicable; 1=Strongly agree; 2=Agree; 3=Disagree; 4=Strongly disagree; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer,problems our country faces. 81,1,132.0
q82,Trust in Government,"government support, problem handling, evaluation","80  Over the long run, our system of government is capable of solving the problems our country faces. 82  A system like ours, even if it runs into problems, deserves the people's support.",-1=Missing; 0=Not applicable; 1=Strongly agree; 2=Agree; 3=Disagree; 4=Strongly disagree; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer,problems our country faces. 82,1,132.0
q83,Trust in Government,"government preference, evaluation, comparative evaluation","80  Over the long run, our system of government is capable of solving the problems our country faces. 83  I would rather live under our system of government than any other that I can think of.",-1=Missing; 0=Not applicable; 1=Strongly agree; 2=Agree; 3=Disagree; 4=Strongly disagree; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer,problems our country faces. 83,1,132.0
q84,Government Satisfaction,"government performance, change, evaluation","84 Would you say our system of government works fine as it is, needs minor change, needs major change, or should be replaced?","-1=Missing; 0=Not applicable; 1=It works fine, no need to change; 2=Needs minor change; 3=Needs major change; 4=Should be replaced; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer",84 would you say our,1,132.0
q85,Democracy Perception,"democracy characteristics, evaluation, choice",85 Which one would you choose as the most essential characteristics of a democracy: Set 1?,-1=Missing; 0=Not applicable; 1=Government narrows the gap between the rich and the poor; 2=People choose the government leaders in free and fair electi; 3=Government does not waste any public money; 4=People are free to express their political views openly; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer,85 which one would you,1,132.0
q86,Democracy Perception,"democracy characteristics, evaluation, choice",86 Which one would you choose as the most essential characteristics of a democracy: Set 2?,"-1=Missing; 0=Not applicable; 1=The legislature has oversight over the government; 2=Basic necessities, like food, clothes and shelter, are provided for all.; 3=People are free to organize political groups; 4=Government provides people with quality public services; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer",86 which one would you,1,132.0
q87,Democracy Perception,"democracy characteristics, evaluation, choice",87 Which one would you choose as the most essential characteristics of a democracy: Set 3?,-1=Missing; 0=Not applicable; 1=Government ensures law and order; 2=Media is free to criticize the things government does; 3=Government ensures job opportunities for all; 4=Multiple parties compete fairly in the election; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer,87 which one would you,1,132.0
q88,Democracy Perception,"democracy characteristics, evaluation, choice",88 Which one would you choose as the most essential characteristics of a democracy: Set 4?,-1=Missing; 0=Not applicable; 1=People have the freedom to take part in protests and demonstrations.; 2=Politics is clean and free of corruption.; 3=The court protects the ordinary people from the abuse of government power.; 4=People receive state aid if they are unemployed.; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer,88 which one would you,1,132.0
q89,Democracy Perception,"democracy definition, evaluation, open-ended","89 To you, what does “democracy” mean? (open-ended) <optional>",-1=Missing; 0=Not applicable,"89 to you, what does",1,132.0
q9,Government Structure,"government level, location",9 National government in the capital city,-1=Missing; 0=Not applicable; 1=A great deal of trust; 2=Quite a lot of trust; 3=Not very much trust; 4=None at all; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer,national government in the capital,1,132.0
q90,Trust in Government,"democracy, evaluation, temporal comparison","90 On the whole, how satisfied or dissatisfied are you with the way democracy works in the country?",-1=Missing; 0=Not applicable; 1=Very satisfied; 2=Fairly satisfied; 3=Not very satisfied; 4=Not at all satisfied; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer,"90 on the whole, how",1,132.0
q91,Trust in Government,"democracy, evaluation, national level",91 In your opinion how much of a democracy is our country?,"-1=Missing; 0=Not applicable; 1=A Full Democracy; 2=A democracy, but with minor problems; 3=A democracy, with major problems; 4=Not ademocracy; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer",91 in your opinion how,1,132.0
q92,Trust in Government,"evaluation, national level",92 Where would you place our country under the present government?,-1=Missing; 0=Not applicable; 1=Completely undemocratic; 10=Completely democratic; 97=Do not understand the question; 98=Can't choose; 99=Decline to answer,92 where would you place,3,25.403411844343534
q93,Trust in Government,"evaluation, temporal comparison, national level",92 Where would you place our country under the present government? 93 Where would you place our country ten years ago?,-1=Missing; 0=Not applicable; 1=Completely undemocratic; 10=Completely democratic; 97=Do not understand the question; 98=Can't choose; 99=Decline to answer,under the present government? 93,1,132.0
q94,Trust in Government,"evaluation, temporal comparison, national level",92 Where would you place our country under the present government? 94 Where would you expect our country to be ten years from now?,-1=Missing; 0=Not applicable; 1=Completely undemocratic; 10=Completely democratic; 97=Do not understand the question; 98=Can't choose; 99=Decline to answer,under the present government? 94,1,132.0
q95,Trust in Government,"democracy, evaluation, national level",95 Where would you place our country today? Democracy is suitable or not,-1=Missing; 0=Not applicable; 1=Democracy is completely unsuitable; 10=Democracy is perfectly suitable; 97=Do not understand the question; 98=Can't choose; 99=Decline to answer,95 where would you place,1,132.0
q96,Trust in Government,"evaluation, national level",96 How satisfied or dissatisfied are you with the current president/government?,-1=Missing; 0=Not applicable; 1=Very satisfied; 2=Somewhat satisfied; 3=Somewhat dissatisfied; 4=Very dissatisfied; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer,96 how satisfied or dissatisfied,1,132.0
q97,Service Accessibility,"problems, government responsibility",97 What are the most important problems facing this country that government should address? First,"-1=Missing; 0=Not applicable; 1=Management of the economy; 2=Wages, incomes and salaries; 3=Unemployment; 4=Poverty/destitution; 5=Rates and Taxes; 6=Loans / credit; 7=Farming/agriculture; 8=Food shortage/famine; 9=Land; 10=Transportation; 11=Communications; 12=Infrastructure / roads; 13=Education; 14=Housing; 15=Electricity; 16=Water supply; 17=Orphans/street children/homeless children; 18=Services (other); 19=Health; 20=AIDS; 21=Sickness / Disease; 22=Pandemic; 23=Crime and Security; 24=Corruption; 25=Political violence; 26=Political instability/political divisions/ ethnic tensions; 27=Discrimination/ inequality; 28=Gender issues/women’s rights; 29=Democracy/political rights; 30=War (international)/foreign affairs; 31=Civil war; 32=Drought/floods; 33=Natural disasters; 34=Extreme weather; 35=Others; 990=No problem; 997=Don't understand the question; 998=Can't choose; 999=Decline to answer",that government should address? first,1,132.0
q97aother,Service Accessibility,"problems, government responsibility","97a. Other specify responses 

Variable: q97b 
  Question: 97b What are the most important problems facing this country that government should address? Third","-1=Missing; 0=Not applicable; 1=Management of the economy; 2=Wages, incomes and salaries; 3=Unemployment; 4=Poverty/destitution; 5=Rates and Taxes; 6=Loans / credit; 7=Farming/agriculture; 8=Food shortage/famine; 9=Land; 10=Transportation; 11=Communications; 12=Infrastructure / roads; 13=Education; 14=Housing; 15=Electricity; 16=Water supply; 17=Orphans/street children/homeless children; 18=Services (other); 19=Health; 20=AIDS; 21=Sickness / Disease; 22=Pandemic; 23=Crime and Security; 24=Corruption; 25=Political violence; 26=Political instability/political divisions/ ethnic tensions; 27=Discrimination/ inequality; 28=Gender issues/women’s rights; 29=Democracy/political rights; 30=War (international)/foreign affairs; 31=Civil war; 32=Drought/floods; 33=Natural disasters; 34=Extreme weather; 35=Others; 90=Nothing beyond second problem; 990=No problem; 997=Don't understand the question; 998=Can't choose; 999=Decline to answer",97a. other specify responses variable:,1,132.0
q97bother,Service Accessibility,"problems, government responsibility","97b. Other specify responses 

Variable: q98 
  Question: 98 How likely is it that the government will solve the most important problem you identified within the next five years?",-1=Missing; 0=Not applicable; 1=Very likely; 2=Likely; 3=Not very likely; 4=Not at all likely; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer,97b. other specify responses variable:,1,132.0
